placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
zzz-222@5pj-42y-bzf,sg:9e75e41b80954b0fbb8d120a356db305,,,Spindler Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.736581,-89.687614,1221 Spinder Park Rd,Highland,IL,62249,US,NA,,,,NA,,2019-07
224-222@5pw-689-xkf,sg:ed8b1fccd02c44f2a86d98ef96b363b3,,,Taste of Melrose Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.896617,-87.865318,1000 N 25th Ave,Melrose Park,IL,60160,US,NA,,,,NA,,2019-07
zzz-222@5sb-77v-tsq,sg:3c23a107f3f0461ebae6711e2f0f65b9,,,Indian Prairie Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.191626,-88.343936,Indian Prairie Park,Lake in the Hills,IL,60014,US,NA,,,,NA,,2019-07
zzz-222@5pw-693-fzz,sg:55681065bb73469bbb2805ebf75123c2,,,Flower Lucy,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.914996,-87.691843,2554 W Moffat St,Chicago,IL,60647,US,NA,"{ """"Mon"""": [[""""6:00"""", """"23:00""""]], """"Tue"""": [[""""6:00"""", """"23:00""""]], """"Wed"""": [[""""6:00"""", """"23:00""""]], """"Thu"""": [[""""6:00"""", """"23:00""""]], """"Fri"""": [[""""6:00"""", """"23:00""""]], """"Sat"""": [[""""6:00"""", """"23:00""""]], """"Sun"""": [[""""6:00"""", """"23:00""""]] }",,,NA,,2019-07
zzz-222@5pw-6ss-swk,sg:70b6bcda04e0440795fadb5d5569c7aa,,,Townley Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.087773,-87.717447,Townley Park,Kenilworth,IL,60043,US,NA,,,,NA,,2019-07
zzz-222@5pw-2hf-n89,sg:8dee7a695148495590b78e6d3c09cedb,,,Sandalwood Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.488877,-87.895823,11548 Sandalwood Dr,Frankfort,IL,60423,US,NA,,,,NA,,2019-07
zzz-222@5pw-q5m-mff,sg:e26d6f2dcf6a4bafa47f970e02ef2a63,,,Joliet Junction Trail,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.50257,-88.120278,Joliet Junction Trail,Joliet,IL,60436,US,NA,,,,NA,,2019-07
zzz-222@5pw-hrb-8sq,sg:02e4425164514c0993f554b95bb10319,,,Fox River Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.350763,-88.830557,817 Saint George St,Ottawa,IL,61350,US,NA,,,,NA,,2019-07
zzz-222@5pw-2mh-hdv,sg:10975f6eee0d4ddd94b14f392e258553,,,Aspen Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.701511000000004,-87.834632,Unknown,Palos Hills,IL,60465,US,NA,,,,NA,,2019-07
zzz-222@5pw-3kz-9j9,sg:94bc8d22f52c48d19f591ba5ffd91718,,,Moeller Woods Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.440119,-87.554239,Moeller Woods Preserve,Crete,IL,60417,US,NA,,,,NA,,2019-07
zzz-222@5pk-2y4-ckf,sg:c5d613687ec840a29fdee05affd38586,,,Challacombe Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.157246,-89.489437,Challacombe Park,Hillsboro,IL,62049,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q4-4qf,sg:fcc69d88948b427b921f09e9c3adf84a,,,Menominee Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.029267,-87.726172,3902 Isabel St,Skokie,IL,60076,US,NA,,,,NA,,2019-07
zzz-222@5sb-df6-mtv,sg:451e4518f879489aaaac5761737772e6,222-222@5sb-df6-y9z,sg:17e18f68f57049e5b9b5489cead37d45,South Road Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.370812,-87.929885,South Rd,Gurnee,IL,60031,US,NA,,,,NA,,2019-07
zzz-222@5sb-d3z-g8v,sg:69b2aff34ed8454f94a561467dff3631,,,Central Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.190084,-87.788978,125 Central Ave,Highland Park,IL,60035,US,NA,,,,NA,,2019-07
227-222@5pw-687-pn5,sg:cdb05f8741f144ae8515d81cc1710bdd,,,Gaetano's Forest Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.879167,-87.815623,7636 Madison St,Forest Park,IL,60130,US,17083664010,"{ """"Mon"""": [[""""17:00"""", """"21:30""""]], """"Tue"""": [[""""17:00"""", """"21:30""""]], """"Wed"""": [[""""17:00"""", """"21:30""""]], """"Thu"""": [[""""17:00"""", """"21:30""""]], """"Fri"""": [[""""16:30"""", """"22:30""""]], """"Sat"""": [[""""16:30"""", """"22:30""""]], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pw-6d2-mx5,sg:dd2e2ab0a9334e2bb5896cd44dff2766,,,Dawes Charles,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.747114,-87.674167,8040 S Damen Ave,Chicago,IL,60620,US,13127476108,,,,NA,,2019-07
zzz-222@5sb-dh7-z9f,sg:1464e18ad60f4a689505077adba826e5,,,Pine Dunes Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.485355,-87.962806,Pine Dunes Forest Preserve,Old Mill Creek,IL,60099,US,NA,,,,NA,,2019-07
zzz-222@5pw-pbj-5j9,sg:536940b7656440d4be0dcc0d36827cbc,,,Fox Hill,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.740102,-88.242891,Fox Hill,Aurora,IL,60504,US,NA,,,,NA,,2019-07
zzz-222@5pt-xnd-w6k,sg:69a3057734fe47b28068c2151bcb5beb,,,Fairbury Sunken Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.746664,-88.51058,S 5th St & E Locust St,Fairbury,IL,61739,US,NA,,,,NA,,2019-07
zzz-222@5sb-8dg-3yv,sg:38f9369afaae4c79ad1db05c1dad9021,,,Westdale Park District Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.927848,-87.897609,Unknown,Melrose Park,IL,60164,US,NA,,,,NA,,2019-07
227-222@5sb-87k-nyv,sg:db461e270a39458997761975423f0e4e,,,West Chicago Park Dist,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.884051,-88.207263,157 W Washington St,West Chicago,IL,60185,US,NA,,,,NA,,2019-07
zzz-222@5pw-2vr-yvz,sg:772588de6fcc4d95b28b0acef842ac45,,,Chestnut Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.76578,-87.965486,6700 Richmond Avenue,Darien,IL,60561,US,NA,,,,NA,,2019-07
zzz-222@5sb-88r-3h5,sg:a026db88a903471aa321b19f39f51657,,,Cherrywood Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.128638,-88.038097,130 E Reseda Pkwy,Palatine,IL,60067,US,NA,,,,NA,,2019-07
zzz-222@5pw-2rm-7dv,sg:bfca7df1e5c549a0a73ba1885cd142b7,,,Town and Country Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.626371,-87.628153,Unknown,Dolton,IL,60419,US,NA,,,,NA,,2019-07
zzz-222@5sb-cq9-b6k,sg:d53441c950dc483a9c75617db2d3fe34,,,West Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.254768,-87.844637,850 Summit Avenue,Lake Forest,IL,60045,US,NA,,,,NA,,2019-07
zzz-222@5pw-p9p-c3q,sg:1e9013eb4ba74445b33543b8466588cd,,,Westglen Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.742475,-88.151775,1560 Westglen Dr,Naperville,IL,60565,US,NA,,,,NA,,2019-07
zzz-222@5pv-mdw-7h5,sg:4ccfb2f9822249d8a5d2961dd1cf31b5,,,Harry Lahood Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.711241,-89.431089,1515 Kingsbury Rd,Washington,IL,61571,US,NA,,,,NA,,2019-07
222-222@5pk-86j-bp9,sg:0a21db34615b4cff929098bfb8b23edc,zzw-222@5pk-86h-975,sg:7d26844b39554789ac9e002e53d818d2,Kitchell Park Custodian,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.3787,-89.076605,411 E 9th St,Pana,IL,62557,US,12175623023,,,,NA,,2019-07
zzz-222@5pw-5zw-xdv,sg:673c2278b9f348b1938c9f18824c69ce,,,Heritage Green,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.879637,-87.643303,610 W Adams St # 30,Chicago,IL,60661,US,NA,,,,NA,,2019-07
zzz-222@5q2-wvd-89z,sg:c2f453062a4a4b318f064f5a9a91de78,,,Reservoir Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.494459,-90.568002,1600 24th St,Rock Island,IL,61201,US,NA,,,,NA,,2019-07
zzz-222@5sb-d2z-2tv,sg:04988fec8a3a40b1941f3a60cc07c0b9,,,West Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.120668,-87.849927,1730 Pfingsten Rd,Northbrook,IL,60062,US,NA,,,,NA,,2019-07
zzz-222@5sb-7gz-xkf,sg:2b0af1487b5f45fabfedb22d78a1759c,,,Morningside Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.376149,-88.094973,500 Morningside Dr,Round Lake Beach,IL,60073,US,NA,,,,NA,,2019-07
zzz-222@5sb-7yx-kvf,sg:3ad735db2cee4ad8a8eb52f14453f409,,,Water Spray Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.885875,-88.02181,Water Spray Park,Lombard,IL,60148,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q4-5j9,sg:63c49bbb04cd4d65a3d311f7be9f63b9,,,Shawnee Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.035613,-87.721703,3730 Lee St,Skokie,IL,60076,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q2-p7q,sg:7d855103ff1a42e0831caa54dfc1ad49,,,White Willye B,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.020392,-87.670518,7631 N Ashland Ave,Chicago,IL,60626,US,13127427884,,,,NA,,2019-07
zzz-222@5sb-cqh-9s5,sg:8911a0c2e98041e2a530a8c903369e4f,,,Moffett Woods,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.274766,-87.83399,Lakeland Dr,Lake Bluff,IL,60044,US,NA,,,,NA,,2019-07
zzz-222@5sb-8d5-8gk,sg:9fbf4516b4d34f39aa2e3a162a8b31ea,,,Administrative and Leisure Center,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.013039,-87.878546,2222 Birch St,Des Plaines,IL,60018,US,NA,,,,NA,,2019-07
zzz-222@5pw-2rc-wkz,sg:a8788364c7854339b0a561a01aa609fe,,,Pullman Gateway Garden,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.692564,-87.606321,Pullman Gateway Garden,Chicago,IL,60628,US,NA,,,,NA,,2019-07
222-222@5sb-y86-dvz,sg:21d5da646d2c4cecb7515b9b3f4f8d61,,,Apple River Canyon State Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.446677,-90.052357,8763 E Canyon Rd,Apple River,IL,61001,US,18157453302,,,,NA,,2019-07
zzz-222@5sb-835-xqz,sg:32634cf995c54c97963d6c5344cc26b7,,,Bricher Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.89603,-88.337621,Bricher Park,Geneva,IL,60134,US,NA,,,,NA,,2019-07
zzz-222@5sb-8m5-bc5,sg:3668edd3d301400991fad2b98e888d5f,,,Dixie Creek Riparian Corridor,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.144961,-88.316612,Wynnfield Dr And Notting Hill Rd,Algonquin,IL,60102,US,NA,,,,NA,,2019-07
zzz-222@5pv-qdj-nt9,sg:89416dfa1ebf463e89829feafc3e8140,,,Fairview Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.293144,-87.985606,600 E Monroe Ave,Casey,IL,62420,US,NA,,,,NA,,2019-07
zzz-222@5sb-cpz-jjv,sg:d189b4be523c4fd7b54c62a408214bfe,,,West School Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.286575,-87.880232,West School Park,Knollwood,IL,60044,US,NA,,,,NA,,2019-07
zzz-222@5pw-2mr-tsq,sg:fc9d7da963ec436aba26bf3cf45d740e,,,Hanover Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.794798,-87.808792,7540 W Hanover St,Summit,IL,60501,US,NA,,,,NA,,2019-07
zzz-222@5pw-6rg-z75,sg:282ca57a619541119e295b8283393b02,,,Kildare Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.013192,-87.735435,Unknown,Lincolnwood,IL,60712,US,NA,,,,NA,,2019-07
zzw-223@5pv-fx4-7h5,sg:2fee25edf7c74925be1576b7a1684371,,,Borg Warner Field,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.817063,-88.966652,2121 S Imboden Ct,Decatur,IL,62521,US,12174290788,,,,NA,,2019-07
zzz-222@5sb-73m-6rk,sg:72175f28c1f342f5bf5dc1773d01f68b,,,Calvin Spencer Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.252969,-88.606668,Hale & Van Buren St,Marengo,IL,60152,US,NA,,,,NA,,2019-07
zzz-222@5sb-8k3-h5z,sg:984bae28d4824220913241103851dd6f,,,Fairview Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.118301,-88.25143,Fairview Park,Carpentersville,IL,60110,US,NA,,,,NA,,2019-07
zzz-222@5sb-8rx-vfz,sg:a0bbabdfb1f1423e91bafb15d6da4b5d,,,Swanson Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.392508,-89.011547,5402 Swanson Rd,Roscoe,IL,61073,US,NA,,,,NA,,2019-07
zzy-222@5pw-2kj-jd9,sg:ce765450748d447aa957766e177a8c84,zzw-222@5pw-2kk-c5z,sg:cf4d1f4d5293447e80f29b6500ec4575,Harry 'Bus' Yourell Off Stream Aeration Pool,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.678418,-87.794626,11700 Harlem Ave,Worth,IL,60482,US,NA,"{ """"Mon"""": [[""""6:00"""", """"22:00""""]], """"Tue"""": [[""""6:00"""", """"22:00""""]], """"Wed"""": [[""""6:00"""", """"22:00""""]], """"Thu"""": [[""""6:00"""", """"22:00""""]], """"Fri"""": [[""""6:00"""", """"22:00""""]], """"Sat"""": [[""""6:00"""", """"22:00""""]], """"Sun"""": [[""""6:00"""", """"22:00""""]] }",,,NA,,2019-07
zzz-222@5sb-7x3-9fz,sg:ec5dd11d6ee84fca9b6c03547a49d0d3,,,Newton Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.863785,-88.057054,707 Fairview Ave,Glen Ellyn,IL,60137,US,NA,,,,NA,,2019-07
zzz-222@5sb-c57-gff,sg:2bbcf91309b3413fb20c0cc60fb70ebc,,,Prairie Stream Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.484637,-88.024809,Prairie Stream Forest Preserve,Antioch,IL,60002,US,NA,,,,NA,,2019-07
zzz-222@5pw-2ms-dy9,sg:3c567201dd68428885a26fa4b37c2739,,,Summit Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.786066,-87.811347,5810 S Archer Rd,Summit,IL,60501,US,17084961012,,,,NA,,2019-07
zzz-222@5pv-wny-zpv,sg:92de32cd7db048da8890142501c53875,zzy-222@5pv-wny-zpv,sg:486f62908c3e46baa327cfaaf13ec7e9,Johnston Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.107963,-88.303908,701 Goldenview Dr,Champaign,IL,61821,US,NA,,,,NA,,2019-07
zzz-222@5sb-87b-4n5,sg:117b24c9c19a421d994ee3b31224f53e,,,Beau Bien Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.800939,-88.104699,Beau Bien Park,Lisle,IL,60532,US,NA,,,,NA,,2019-07
zzz-222@5pw-3n5-b6k,sg:73394922ae47408aba7d4614e17bc379,,,Deer Creek Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.452332,-87.659106,Deer Creek Preserve,Crete,IL,60417,US,NA,,,,NA,,2019-07
zzz-222@5pt-xnj-94v,sg:c5337fb0050c4bf183ec6d419feff839,,,Livingston Square,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.747099,-88.518339,W Livingston St,Fairbury,IL,61739,US,NA,,,,NA,,2019-07
zzz-222@5pj-9x5-fvf,sg:d8277b813dfa4f8ab87d431ccaa58a63,,,Riverside Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,37.75565,-89.35576,W Riverside Park Rd,Murphysboro,IL,62966,US,NA,,,,NA,,2019-07
zzy-222@5sb-d36-zj9,sg:f7dd93b188734aaa87d152153bf26280,,,Willow Stream Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.158829,-87.972654,651 Old Checker Rd,Buffalo Grove,IL,60089,US,NA,,,,NA,,2019-07
zzz-222@5pw-2dq-d5f,sg:2d7d791542234463afb4cd8ff5fd5a67,,,Volunteer Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.633095,-88.11807,1100 West Murphy Drive,Romeoville,IL,60446,US,NA,,,,NA,,2019-07
zzz-222@5sb-85h-yjv,sg:2eddc73d8003449c88d6d18d74dabfca,,,Pioneer Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.753064,-88.132708,1095 Hobson Mill Drive,Naperville,IL,60540,US,NA,,,,NA,,2019-07
zzz-222@5sb-t4j-kvf,sg:2ffb9871e24f440a876a9b2b4881d58f,,,Safety Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.804748,-89.691241,E Miller Rd & 5th Ave,Sterling,IL,61081,US,NA,,,,NA,,2019-07
zzz-222@5pw-6cg-psq,sg:7458e9a60dc947499bfa2b07c12e3699,,,Dixon Lorraine,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.734628,-87.601375,8931 S Dauphin Ave,Chicago,IL,60619,US,NA,,,,NA,,2019-07
zzz-222@5pw-pbj-2zf,sg:81c2f370d92e40e89be5bac70b5bc9c9,,,Georgetown Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.736446,-88.242754,Georgetown Park,Aurora,IL,60503,US,NA,,,,NA,,2019-07
zzz-222@5sb-86r-gp9,sg:90864e1576c54eb6b7f31d8ec639d510,,,Willow Point Conservation Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.883725,-88.130718,Willow Point Conservation Area,Wheaton,IL,60187,US,NA,,,,NA,,2019-07
zzz-222@5pw-2nc-p7q,sg:9fefebec8494498996db501a864f9997,,,Rainey Edward,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.750419,-87.729738,4350 W 79th St,Chicago,IL,60652,US,17732840696,,,,NA,,2019-07
zzz-222@5pk-4p8-cdv,sg:e258285e40de49ad98e252ddbcb0a1c2,,,Publicsquare,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.279765,-89.88157,E Side & W Side Square,Carlinville,IL,62626,US,NA,,,,NA,,2019-07
zzz-222@5sb-7th-5vf,sg:0b5cfbf618a341a49590c9f43e0a1e56,,,Abrahamsen Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.022039,-88.07165,E Beech Dr,Schaumburg,IL,60193,US,NA,,,,NA,,2019-07
zzw-222@5pw-6dm-92k,sg:5eb57512759440df82fcef2d2b7a2808,,,Forty Ninth Street Beach,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.807921,-87.585904,Forty Ninth Street Beach,Chicago,IL,60615,US,NA,,,,NA,,2019-07
zzz-222@5pw-2qx-rkz,sg:73e6fa0c01444f5fb59eb054495f0076,,,Roesner Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.598516,-87.685706,16053 Richmond Ave,Markham,IL,60428,US,17085963366,,,,NA,,2019-07
zzz-222@5sb-7vm-pjv,sg:9e8c86944c9442b196d71816857cfe2e,,,Elaine Bond Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.022022,-88.121489,1701 Warwick Ln,Schaumburg,IL,60193,US,NA,,,,NA,,2019-07
zzz-222@5pw-nqg-snq,sg:c713b0d446584b26a48080a272b899b3,,,Bristol Bay Park A,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.709979,-88.436505,Bristol Bay Park A,Yorkville,IL,60560,US,NA,,,,NA,,2019-07
zzz-222@5sb-826-xkf,sg:0f087625584947d2b3866a0725c62279,,,Fabyan Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.873366,-88.302432,Crissey Avenue,Geneva,IL,60134,US,16302088662,"{ """"Mon"""": [], """"Tue"""": [], """"Wed"""": [], """"Thu"""": [], """"Fri"""": [], """"Sat"""": [[""""13:00"""", """"16:00""""]], """"Sun"""": [[""""13:00"""", """"16:00""""]] }",,,NA,,2019-07
zzz-222@5pw-2ss-cdv,sg:31206927aa4044cba3de8a804a556569,,,Somerset Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.711965,-88.021058,Somerset Park,Woodridge,IL,60517,US,NA,,,,NA,,2019-07
zzz-222@5sb-bj5-9zz,sg:3b3abd97ebb347d3bdba2c927e09c833,,,Walcamp Outdoor Ministries and Retreat,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.103856,-88.759715,E Five Points Rd,Kingston,IL,60145,US,NA,,,,NA,,2019-07
zzz-222@5pw-6r4-zs5,sg:445fa748973641ef8e9b4f351ae0fdb8,,,Manor Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.058819,-87.81013,Unknown,Glenview,IL,60025,US,NA,,,,NA,,2019-07
zzz-222@5q2-tck-87q,sg:722ab184e4e646019850282eed67e243,,,Rotary Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.912036,-90.648349,Public Square,Monmouth,IL,61462,US,NA,,,,NA,,2019-07
zzz-222@5pw-6qn-2c5,sg:6afa0569fdcd4a6ca537461314b64f9e,,,Columbia Beach,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.004513,-87.657129,1040 W Columbia Ave,Chicago,IL,60626,US,NA,,,,NA,,2019-07
zzz-222@5pw-2vh-yqf,sg:c40fd1b1a93444febc4dc02aba6c05d5,,,Wiliams Cove Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.769897,-87.98518,Wiliams Cove Park,Westmont,IL,60559,US,NA,,,,NA,,2019-07
zzz-222@5sb-d3x-vvf,sg:d0fc33a1821040a794db3a4d58f75571,,,Everts Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.202984,-87.811709,125 North Ave,Highwood,IL,60040,US,NA,,,,NA,,2019-07
zzz-222@5pw-2kw-b8v,sg:4c871ed69bf748d4bc675016d991f535,,,Lions Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.739002,-87.869629,205 Park St,Willow Springs,IL,60480,US,NA,,,,NA,,2019-07
zzz-222@5sb-xdv-ct9,sg:bcc542189a7049548b9ba1e47be86dba,,,Sweeney Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.915756,-89.072742,Garfield Dr,Rochelle,IL,61068,US,NA,,,,NA,,2019-07
zzz-222@5sb-8kt-nyv,sg:de788ed6360a4ac88ce6e76b4ecdebaa,,,Wynnfield Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.140915,-88.315464,Wynnfield Park,Algonquin,IL,60102,US,NA,,,,NA,,2019-07
zzz-222@5sb-cx3-wff,sg:0bd71a1353ad4128b51da9bec892a766,,,Greentree Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.26401,-87.962223,Greentree Park,Libertyville,IL,60048,US,NA,,,,NA,,2019-07
22d-222@5sb-89h-d9z,sg:332467bdfe7344879990d87a84daafe3,,,Trailbound Trips,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.149177,-88.130783,533 S Summit St,Barrington,IL,60010,US,18473819374,"{ """"Mon"""": [[""""9:00"""", """"18:00""""]], """"Tue"""": [[""""9:00"""", """"18:00""""]], """"Wed"""": [[""""9:00"""", """"18:00""""]], """"Thu"""": [[""""9:00"""", """"18:00""""]], """"Fri"""": [[""""9:00"""", """"18:00""""]], """"Sat"""": [[""""9:00"""", """"18:00""""]], """"Sun"""": [] }",,,NA,,2019-07
zzz-222@5pv-hxq-nyv,sg:452b8105327144dfa9aa8325ed4c303f,,,Kickapoo Creek Co Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.168486,-89.405067,1750th St,Lincoln,IL,62656,US,NA,,,,NA,,2019-07
zzy-222@5py-tg5-35z,sg:97ee92c8acc44c758def555b118d4aa1,,,Red Hill State Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.729523,-87.83615,Rr 2,Sumner,IL,62466,US,NA,,,,NA,,2019-07
